,timestamp,avg:Ambient_Temp,var:Ambient_Temp,avg:CMOS_Battery,var:CMOS_Battery,avg:CPU_1_DTS,var:CPU_1_DTS,avg:CPU_1_Temp,var:CPU_1_Temp,avg:CPU_2_DTS,var:CPU_2_DTS,avg:CPU_2_Temp,var:CPU_2_Temp,avg:CPU_Power,var:CPU_Power,avg:CPU_Utilization,var:CPU_Utilization,avg:DC_Energy,var:DC_Energy,avg:Exhaust_Temp,var:Exhaust_Temp,avg:Fan1A_Tach,var:Fan1A_Tach,avg:Fan1B_Tach,var:Fan1B_Tach,avg:Fan2A_Tach,var:Fan2A_Tach,avg:Fan2B_Tach,var:Fan2B_Tach,avg:Fan3A_Tach,var:Fan3A_Tach,avg:Fan3B_Tach,var:Fan3B_Tach,avg:Fan4A_Tach,var:Fan4A_Tach,avg:Fan4B_Tach,var:Fan4B_Tach,avg:Fan5A_Tach,var:Fan5A_Tach,avg:Fan5B_Tach,var:Fan5B_Tach,avg:IO_Utilization,var:IO_Utilization,avg:Mem_Power,var:Mem_Power,avg:Mem_Utilization,var:Mem_Utilization,avg:SysBrd_12V,var:SysBrd_12V,avg:SysBrd_3_3V,var:SysBrd_3_3V,avg:SysBrd_5V,var:SysBrd_5V,avg:Sys_Power,var:Sys_Power,avg:Sys_Utilization,var:Sys_Utilization,avg:System_Air_Flow,var:System_Air_Flow,avg:boottime,var:boottime,avg:bytes_in,var:bytes_in,avg:bytes_out,var:bytes_out,avg:core_freq_avg,var:core_freq_avg,avg:core_freq_max,var:core_freq_max,avg:core_freq_median,var:core_freq_median,avg:core_freq_min,var:core_freq_min,avg:cpu_aidle,var:cpu_aidle,avg:cpu_idle,var:cpu_idle,avg:cpu_nice,var:cpu_nice,avg:cpu_num,var:cpu_num,avg:cpu_speed,var:cpu_speed,avg:cpu_steal,var:cpu_steal,avg:cpu_system,var:cpu_system,avg:cpu_user,var:cpu_user,avg:cpu_wio,var:cpu_wio,avg:load_fifteen,var:load_fifteen,avg:load_five,var:load_five,avg:load_one,var:load_one,avg:mem_buffers,var:mem_buffers,avg:mem_cached,var:mem_cached,avg:mem_free,var:mem_free,avg:mem_shared,var:mem_shared,avg:mem_total,var:mem_total,avg:part_max_used,var:part_max_used,avg:pkts_in,var:pkts_in,avg:pkts_out,var:pkts_out,avg:proc_run,var:proc_run,avg:proc_total,var:proc_total,avg:swap_free,var:swap_free,avg:swap_total,var:swap_total,label,jobs
0,2020-01-01 02:05:00,24.0,0.0,3.055,0.0,-32.879999999999995,0.032000000000001194,61.8,0.1999999999999993,-39.72000000000001,0.01200000000000027,55.0,0.0,210.0,0.0,73.0,0.0,2543.682221159445,4.796988576396253e-05,47.0,0.0,7296.0,0.0,6272.0,0.0,9600.0,0.0,9344.0,0.0,9600.0,0.0,9216.0,0.0,9600.0,0.0,9292.8,4915.200000000013,7296.0,0.0,6272.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,11.984000000000002,0.0,3.3015,0.0,5.037,0.0,262.0,20.0,68.2,0.1999999999999993,20,0.0,1574153621.0,0.0,333.81,0.0,313.96,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,30.0,0.0,0.0,0.0,0,0.0,48,0.0,3700,0.0,0,0.0,1.9,0.0,98.1,0.0,0.0,0.0,47.95000000000001,0.0,48.01,0.0,48.0,0.0,12.0,0.0,424840.0,0.0,36949624.0,0.0,0,0.0,197538016.0,0.0,58.7,0.0,3.25,0.0,2.6,0.0,48.0,0.0,1544.0,1.0,16383996.0,0.0,16383996.0,0.0,0,0
1,2020-01-01 02:10:00,24.0,0.0,3.055,0.0,-32.879999999999995,0.0920000000000003,61.8,0.1999999999999993,-39.8,0.020000000000000358,55.0,0.0,210.0,0.0,73.0,0.0,2543.7040680208333,4.811822818858946e-05,46.8,0.1999999999999993,7270.4,117964.80000000002,6348.8,4915.200000000004,9574.4,3276.800000000017,9318.4,3276.800000000017,9600.0,0.0,9190.4,3276.800000000017,9574.4,3276.800000000017,9267.2,4915.200000000013,7398.4,3276.7999999999956,6195.2,13107.200000000004,0.0,0.0,16.0,0.0,3.6,0.8,11.984000000000002,0.0,3.3015,0.0,5.037,0.0,262.0,20.0,68.8,0.1999999999999993,20,0.0,1574153621.0,0.0,389.45,0.0,393.72,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,30.0,0.0,0.0,0.0,0,0.0,48,0.0,3700,0.0,0,0.0,1.9333333333333331,0.003333333333333341,98.06666666666666,0.0033333333333329545,0.0,0.0,47.95,0.0,48.01,0.0,48.0,0.0,12.0,0.0,424840.0,0.0,36947430.66666666,21022501.333334614,0,0.0,197538016.0,0.0,58.7,0.0,4.09,0.0,3.62,0.0,48.25,0.2500000000000006,1545.75,5.583333333333202,16383996.0,0.0,16383996.0,0.0,0,0
2,2020-01-01 02:15:00,24.0,0.0,3.055,0.0,-33.120000000000005,0.01200000000000027,61.4,0.2999999999999989,-39.92,0.0119999999999996,55.0,0.0,210.0,0.0,73.0,0.0,2543.7260040172782,4.914905161310801e-05,46.8,0.1999999999999993,7321.6,3276.80000000001,6348.8,4915.200000000013,9600.0,0.0,9318.4,3276.7999999999884,9600.0,0.0,9216.0,0.0,9574.4,3276.7999999999884,9267.2,4915.200000000013,7424.0,0.0,6272.0,0.0,0.0,0.0,15.6,0.7999999999999998,4.0,0.0,11.984000000000002,0.0,3.3015,0.0,5.037,0.0,264.0,79.99999999999997,68.2,0.1999999999999993,20,0.0,1574153621.0,0.0,229.06,0.0,189.46,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,30.0,0.0,0.0,0.0,0,0.0,48,0.0,3700,0.0,0,0.0,1.9,0.0,98.09999999999998,0.0,0.0,0.0,47.95000000000001,0.0,48.01,0.0,48.0,0.0,12.0,0.0,424840.0,0.0,36947376.0,0.0,0,0.0,197538016.0,0.0,58.7,0.0,2.55,0.0,1.72,0.0,48.0,0.0,1544.5,0.5,16383996.0,0.0,16383996.0,0.0,0,0
3,2020-01-01 02:20:00,24.0,0.0,3.055,0.0,-32.760000000000005,0.12799999999999806,62.0,0.0,-39.72000000000001,0.012000000000000092,55.0,0.0,210.0,0.0,73.0,0.0,2543.7480002585557,4.813395507051682e-05,47.0,0.0,7244.8,160563.19999999998,6118.4,117964.80000000002,9369.6,265420.8,9190.4,117964.80000000002,9369.6,265420.8,9036.8,160563.20000000007,9344.0,327680.0,9088.0,188416.00000000012,7116.8,226099.2,6118.4,117964.80000000002,0.0,0.0,16.0,0.0,3.6,0.8,11.984000000000002,0.0,3.3015,0.0,5.037,0.0,262.0,20.0,68.8,0.1999999999999993,20,0.0,1574153621.0,0.0,480.66,0.0,297.48,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,30.0,0.0,0.0,0.0,0,0.0,48,0.0,3700,0.0,0,0.0,1.9,0.0,98.1,0.0,0.0,0.0,47.95000000000001,0.0,48.01,0.0,48.0,0.0,12.0,0.0,424840.0,0.0,36945891.0,14979811.99999288,0,0.0,197538016.0,0.0,58.7,0.0,3.22,0.0,2.72,0.0,48.0,0.0,1546.5,24.5,16383996.0,0.0,16383996.0,0.0,0,0
4,2020-01-01 02:25:00,24.0,0.0,3.055,0.0,-33.08,0.012000000000000092,61.8,0.20000000000000065,-39.8,0.0,55.0,0.0,210.0,0.0,73.0,0.0,2543.769965105889,4.849386265276217e-05,47.0,0.0,7296.0,0.0,6297.6,3276.80000000001,9600.0,0.0,9344.0,0.0,9600.0,0.0,9216.0,0.0,9600.0,0.0,9241.6,3276.800000000003,7372.8,4915.200000000004,6272.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,11.984000000000002,0.0,3.3015,0.0,5.037,0.0,262.0,19.999999999999964,66.8,10.7,20,0.0,1574153621.0,0.0,489.51,0.0,2010.61,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,30.0,0.0,0.0,0.0,0,0.0,48,0.0,3700,0.0,0,0.0,1.9,0.0,98.09999999999998,0.0,0.0,0.0,47.95500000000001,9.999999999998388e-05,48.02,0.0004000000000000065,48.035,0.0049000000000002045,12.0,0.0,424840.0,0.0,36939324.0,15858192.0,0,0.0,197538016.0,0.0,58.7,0.0,6.07,0.0,5.74,0.0,48.0,0.0,1544.666666666667,4.333333333333428,16383996.0,0.0,16383996.0,0.0,0,0
5,2020-01-01 02:30:00,24.0,0.0,3.055,0.0,-32.88,0.07199999999999886,62.0,0.0,-39.72000000000001,0.031999999999999834,55.0,0.0,212.0,19.999999999999982,73.0,0.0,2543.792151798833,4.764915363113249e-05,46.8,0.1999999999999993,7168.0,253952.0,6400.0,0.0,9318.4,396492.79999999993,9344.0,0.0,9318.4,396492.79999999993,9216.0,0.0,9318.4,396492.79999999993,9318.4,3276.7999999999884,7091.2,209715.20000000007,6272.0,0.0,0.0,0.0,16.0,0.0,3.8,0.2,11.984000000000002,0.0,3.3015,0.0,5.037,0.0,264.0,30.00000000000007,68.6,0.29999999999999805,20,0.0,1574153621.0,0.0,350.28,0.0,356.17,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,30.0,0.0,0.0,0.0,0,0.0,48,0.0,3700,0.0,0,0.0,1.9,0.0,98.09999999999998,0.0,0.0,0.0,47.97,0.0,48.03,9.999999999992471e-05,48.01666666666667,0.0004333333333333267,12.0,0.0,424840.0,0.0,36935580.0,22097952.0,0,0.0,197538016.0,0.0,58.7,0.0,4.74,0.0,3.2,0.0,48.0,0.0,1550.0,0.0,16383996.0,0.0,16383996.0,0.0,0,0
6,2020-01-01 02:35:00,24.0,0.0,3.055,0.0,-32.84,0.10799999999999872,62.0,0.0,-39.64,0.06800000000000023,55.0,0.0,210.0,0.0,73.0,0.0,2543.813959733056,4.755858870606054e-05,47.0,0.0,7347.2,4915.200000000004,6374.4,3276.7999999999884,9600.0,0.0,9344.0,0.0,9600.0,0.0,9216.0,0.0,9600.0,0.0,9241.6,3276.800000000003,7347.2,4915.1999999999825,6297.6,3276.7999999999884,0.0,0.0,16.0,0.0,3.4,1.8,11.984000000000002,0.0,3.3015,0.0,5.037,0.0,264.0,30.00000000000007,68.6,0.29999999999999805,20,0.0,1574153621.0,0.0,611.8299999999998,80608.04333333335,8044.9524999999985,30852241.125225,2100.0,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,30.0,0.0,0.0,0.0,0,0.0,48,0.0,3700,0.0,0,0.0,1.9,0.0,98.1,0.0,0.0,0.0,47.97,0.0,48.01,0.0,48.0,0.0,12.0,0.0,425414.0,106032.0,36937410.0,42683994.6666702,0,0.0,197538016.0,0.0,58.7,0.0,8.475,19.94763333333334,11.3725,43.87195833333332,48.0,0.0,1545.0,2.0,16383996.0,0.0,16383996.0,0.0,0,0
7,2020-01-01 02:40:00,24.0,0.0,3.055,0.0,-32.8,0.059999999999998034,61.8,0.20000000000000065,-39.76000000000001,0.02800000000000019,55.0,0.0,212.0,19.999999999999982,73.0,0.0,2543.8361462759444,4.312974746848046e-05,46.8,0.1999999999999993,7142.4,240844.8000000001,5913.6,240844.79999999984,9318.4,396492.8000000001,8908.8,406323.20000000007,9318.4,396492.8000000001,8755.2,430899.20000000007,9062.4,543948.8000000004,8806.4,494796.8000000001,7168.0,253952.0,5913.6,240844.79999999984,0.0,0.0,16.0,0.0,3.6,0.8,11.984000000000002,0.0,3.3015,0.0,5.037,0.0,264.0,30.0,68.6,0.29999999999999805,20,0.0,1574153621.0,0.0,285.75,0.0,603.84,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,30.0,0.0,0.0,0.0,0,0.0,48,0.0,3700,0.0,0,0.0,1.9333333333333331,0.003333333333333341,98.06666666666666,0.0033333333333329545,0.0,0.0,47.97,0.0,48.01,0.0,48.0,0.0,12.0,0.0,425689.33333333326,5.333333333313932,36936946.66666666,62112069.33332296,0,0.0,197538016.0,0.0,58.7,0.0,3.7,0.0,3.6,0.0,48.0,0.0,1549.5,0.5,16383996.0,0.0,16383996.0,0.0,0,0
8,2020-01-01 02:45:00,24.0,0.0,3.055,0.0,-32.08,1.3719999999999897,62.4,0.3000000000000003,-38.84,1.0280000000000074,55.8,1.200000000000001,214.0,29.999999999999968,73.0,0.0,2543.8578801050558,4.798139051954751e-05,46.4,0.2999999999999989,6732.8,398131.2,5760.0,278528.0,8755.2,594739.1999999997,8499.2,594739.1999999997,8755.2,594739.1999999997,8396.8,561971.2000000002,8755.2,594739.1999999997,8499.2,594739.1999999997,6681.6,314572.80000000016,5734.4,240844.79999999984,0.0,0.0,14.8,0.7000000000000004,2.2,3.2,11.984000000000002,0.0,3.3015,0.0,5.037,0.0,262.0,19.999999999999964,69.8,2.6999999999999997,20,0.0,1574153621.0,0.0,1875.11,0.0,1997.83,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,30.0,0.0,0.0,0.0,0,0.0,48,0.0,3700,0.0,0,0.0,1.9333333333333331,0.003333333333333336,98.06666666666666,0.0033333333333329545,0.0,0.0,47.97,0.0,48.01,0.0,48.0,0.0,12.0,0.0,425690.0,8.0,36939078.0,1312200.0,0,0.0,197538016.0,0.0,58.7,0.0,17.73,0.0,6.12,0.0,48.0,0.0,1545.0,2.0,16383996.0,0.0,16383996.0,0.0,0,0
9,2020-01-01 02:50:00,23.8,0.20000000000000015,3.055,0.0,-32.36,0.2680000000000009,62.2,0.20000000000000065,-39.36000000000001,0.14799999999999774,55.2,0.20000000000000065,210.0,0.0,73.0,0.0,2543.8798054465,4.739698620235205e-05,46.8,0.1999999999999993,7168.0,327679.99999999994,6118.4,240844.8,9420.8,160563.20000000016,9113.6,101580.8000000001,9420.8,160563.20000000016,9011.2,78643.20000000008,9420.8,160563.20000000016,9062.4,117964.7999999999,7014.4,494796.8000000001,6092.8,160563.19999999992,0.0,0.0,16.0,0.0,3.4,1.8,11.984000000000002,0.0,3.3015,0.0,5.037,0.0,264.0,29.999999999999968,68.6,0.29999999999999805,20,0.0,1574153621.0,0.0,310.69,0.0,329.94,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,30.0,0.0,0.0,0.0,0,0.0,48,0.0,3700,0.0,0,0.0,1.9,0.0,98.1,0.0,0.0,0.0,47.97,0.0,48.01,0.0,48.0,0.0,12.0,0.0,425696.0,0.0,36936964.0,41295872.0,0,0.0,197538016.0,0.0,58.7,0.0,4.07,0.0,2.75,0.0,48.33333333333334,0.3333333333333339,1545.333333333333,16.3333333333336,16383996.0,0.0,16383996.0,0.0,0,0
10,2020-01-01 02:55:00,24.0,0.0,3.055,0.0,-33.04,0.028000000000000868,61.4,0.2999999999999989,-39.76000000000001,0.02800000000000019,55.0,0.0,214.0,79.99999999999997,73.0,0.0,2543.901646249777,4.741680904985194e-05,46.8,0.20000000000000065,7398.4,3276.7999999999884,6348.8,4915.199999999997,9600.0,0.0,9344.0,0.0,9600.0,0.0,9216.0,0.0,9600.0,0.0,9318.4,3276.7999999999884,7424.0,0.0,6272.0,0.0,0.0,0.0,16.0,0.0,3.2,1.7,11.984000000000002,0.0,3.3015,0.0,5.037,0.0,262.0,20.0,69.2,1.1999999999999993,20,0.0,1574153621.0,0.0,40780.54666666667,4900562207.748434,2649.22,8011564.9453,2100.0,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,30.0,0.0,0.0,0.0,0,0.0,48,0.0,3700,0.0,0,0.0,1.9333333333333331,0.003333333333333341,98.06666666666666,0.0033333333333329545,0.0,0.0,47.985,0.00030000000000005825,48.05,0.0013333333333337186,48.07,0.005533333333333335,12.0,0.0,428198.66666666674,4823877.33333331,36929490.66666666,70548245.33331701,0,0.0,197538016.0,0.0,58.7,0.0,78.49333333333334,16621.059433333336,35.60333333333333,3031.7952333333333,48.0,0.0,1545.0,4.0,16383996.0,0.0,16383996.0,0.0,0,0
11,2020-01-01 03:00:00,24.0,0.0,3.055,0.0,-32.84,0.10799999999999918,61.8,0.1999999999999993,-39.56,0.06800000000000075,55.0,0.0,210.0,0.0,73.0,0.0,2543.923649381556,4.937649235103403e-05,47.0,0.0,7424.0,0.0,6323.2,4915.199999999997,9600.0,0.0,9344.0,0.0,9600.0,0.0,9216.0,0.0,9574.4,3276.800000000017,9292.8,4915.200000000041,7347.2,4915.1999999999825,6272.0,0.0,0.0,0.0,15.6,0.30000000000000004,3.6,0.8,11.984000000000002,0.0,3.3015,0.0,5.037,0.0,264.0,30.0,69.0,0.0,20,0.0,1574153621.0,0.0,446.65,0.0,352.89,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,30.0,0.0,0.0,0.0,0,0.0,48,0.0,3700,0.0,0,0.0,1.9,0.0,98.09999999999998,0.0,0.0,0.0,48.0,0.0,48.04666666666666,3.333333333332599e-05,48.03,0.0019000000000002032,12.0,0.0,430029.33333333326,30405.333333334827,36916152.0,45388144.0,0,0.0,197538016.0,0.0,58.7,0.0,6.37,0.0,3.02,0.0,48.0,0.0,1546.333333333333,14.333333333333485,16383996.0,0.0,16383996.0,0.0,0,0
12,2020-01-01 03:05:00,24.0,0.0,3.055,0.0,-33.160000000000004,0.008000000000000352,61.4,0.2999999999999989,-39.84000000000001,0.008000000000000305,55.0,0.0,210.0,0.0,73.0,0.0,2543.9457563294445,4.7424058795288406e-05,46.8,0.20000000000000015,7296.0,0.0,6272.0,0.0,9600.0,0.0,9318.4,3276.7999999999884,9600.0,0.0,9216.0,0.0,9600.0,0.0,9241.6,3276.7999999999884,7296.0,0.0,6272.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,11.984000000000002,0.0,3.3015,0.0,5.037,0.0,260.0,0.0,68.2,0.1999999999999993,20,0.0,1574153621.0,0.0,236.92,0.0,154.35,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,2100.0,0.0,30.0,0.0,0.0,0.0,0,0.0,48,0.0,3700,0.0,0,0.0,2.025,0.06249999999999997,97.975,0.0625000000000006,0.0,0.0,48.0,0.0,48.02666666666667,3.333333333333191e-05,48.00333333333333,3.3333333333290475e-05,12.0,0.0,430128.0,0.0,36910689.0,2026275.9999999574,0,0.0,197538016.0,0.0,58.7,0.0,2.72,0.0,1.85,0.0,48.0,0.0,1544.666666666667,2.3333333333333144,16383996.0,0.0,16383996.0,0.0,0,0
